Family,Genus,C3,CAM,C3-CAM,C4-CAM,C4,C3-C4,Sources,Order,Subfamily,Tribe,Subtribe
Polygonaceae,Cephalophilon,,,,,,,,,,,
Acanthaceae,Cephalophis,,,,,,,,,,,
Asteraceae,Cephalophora,,,,,,,,,,,
Cactaceae,Cephalophorus,,,,,,,,,,,
Aizoaceae,Cephalophyllum,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Apiaceae,Cephalopodum,,,,,,,,,,,
Plumbaginaceae,Cephalorhizum,,,,,,,,,,,
Asteraceae,Cephalorrhynchus,,,,,,,,,,,
Asteraceae,Cephalosorus,,,,,,,,,,,
Myristicaceae,Cephalosphaera,,,,,,,,,,,
Poaceae,Cephalostachyum,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Rapateaceae,Cephalostemon,,,,,,,,,,,
Nyctaginaceae,Cephalotomandra,,,,,,,,,,,
Moraceae,Cephalotrophis,,,,,,,,,,,
Cephalotaceae,Cephalotus,,,,,,,,,,,
Melastomataceae,Ceramicalyx,,,,,,,,,,,
Lauraceae,Ceramocarpium,,,,,,,,,,,
Lauraceae,Ceramophora,,,,,,,,,,,
Boraginaceae,Ceranthe,,,,,,,,,,,
Solanaceae,Ceranthera,,,,,,,,,,,
Didiereaceae,Ceraria,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Cucurbitaceae,Cerasiocarpum,,,,,,,,,,,
Rosaceae,Cerasolouiseania,,,,,,,,,,,
Caryophyllaceae,Cerastium,,,,,,,,,,,
Rosaceae,Cerasus,,,,,,,,,,,
Orchidaceae,Ceratandra,,,,,,,,,,,
Lamiaceae,Ceratanthus,,,,,,,,,,,
Ericaceae,Ceratiola,,,,,,,,,,,
Achariaceae,Ceratiosicyos,,,,,,,,,,,
Papaveraceae,Ceratocapnos,,,,,,,,,,,
Amaranthaceae,Ceratocarpus,,,,,,,,,,,
Restionaceae,Ceratocaryum,,,,,,,,,,,
Orchidaceae,Ceratocentron,,,,,,,,,,,
Ranunculaceae,Ceratocephala,,,,,,,,,,,
Ranunculaceae,Ceratocephalus,,,,,,,,,,,
Orchidaceae,Ceratochilus,,,,,,,,,,,
Poaceae,Ceratochloa,,,,,,,,,,,
Brassicaceae,Ceratocnemum,,,,,,,,,,,
Asteraceae,Ceratogyne,,,,,,,,,,,
Amaranthaceae,Ceratoides,,,,,,,,,,,
Podostemaceae,Ceratolacis,,,,,,,,,,,
Plumbaginaceae,Ceratolimon,,,,,,,,,,,
Arecaceae,Ceratolobus,,,,,,,,,,,
Fabaceae,Ceratonia,,,,,,,,,,,
Cunoniaceae,Ceratopetalum,,,,,,,,,,,
Ceratophyllaceae,Ceratophyllum,,,,,,,,,,,
Pteridaceae,Ceratopteris,,,,,,,,,,,
Rubiaceae,Ceratopyxis,,,,,,,,,,,
Cucurbitaceae,Ceratosanthes,,,,,,,,,,,
Ranunculaceae,Ceratostanthus,,,,,,,,,,,
Ericaceae,Ceratostema,,,,,,,,,,,
Plumbaginaceae,Ceratostigma,,,,,,,,,,,
Orchidaceae,Ceratostylis,,,,,,,,,,,
Pedaliaceae,Ceratotheca,,,,,,,,,,,
Oxalidaceae,Ceratoxalis,,,,,,,,,,,
Apocynaceae,Cerbera,,,,,,,,,,,
Apocynaceae,Cerberiopsis,,,,,,,,,,,
Ochnaceae,Cercanthemum,,,,,,,,,,,
Araceae,Cercestis,,,,,,,,,,,
Cercidiphyllaceae,Cercidiphyllum,,,,,,,,,,,
Fabaceae,Cercidium,,,,,,,,,,,
Ochnaceae,Cercinia,,,,,,,,,,,
Fabaceae,Cercis,,,,,,,,,,,
Rosaceae,Cercocarpus,,,,,,,,,,,
Asteraceae,Cercostylos,,,,,,,,,,,
Ochnaceae,Cercouratea,,,,,,,,,,,
Boraginaceae,Cerdana,,,,,,,,,,,
Caryophyllaceae,Cerdia,,,,,,,,,,,
Cactaceae,Cereus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Boraginaceae,Cerinthe,,,,,,,,,,,
Boraginaceae,Cerinthodes,,,,,,,,,,,
Boraginaceae,Cerinthopsis,,,,,,,,,,,
Rhizophoraceae,Ceriops,,,,,,,,,,,
Brassicaceae,Ceriosperma,,,,,,,,,,,
Rubiaceae,Ceriscoides,,,,,,,,,,,
Aizoaceae,Cerochlamys,,,,,,,,,,,
Apocynaceae,Ceropegia,0.0,1.0,0.0,0.0,0.0,,,Gentianales,,,
Grossulariaceae,Cerophyllum,,,,,,,,,,,
Myricaceae,Cerothamnus,,,,,,,,,,,
Arecaceae,Ceroxylon,,,,,,,,,,,
Fagaceae,Cerris,,,,,,,,,,,
Asteraceae,Ceruana,,,,,,,,,,,
Santalaceae,Cervantesia,,,,,,,,,,,
Apiaceae,Cervaria,,,,,,,,,,,
Campanulaceae,Cervicina,,,,,,,,,,,
Ochnaceae,Cespedesia,,,,,,,,,,,
Orchidaceae,Cestichis,,,,,,,,,,,
Solanaceae,Cestrum,,,,,,,,,,,
Rubiaceae,Ceuthocarpus,,,,,,,,,,,
Casuarinaceae,Ceuthostoma,,,,,,,,,,,
Loasaceae,Cevallia,,,,,,,,,,,
Asteraceae,Chacoa,,,,,,,,,,,
Fabaceae,Chadsia,,,,,,,,,,,
Asteraceae,Chaenactis,,,,,,,,,,,
Melastomataceae,Chaenanthera,,,,,,,,,,,
Plantaginaceae,Chaenarrhinum,,,,,,,,,,,
Solanaceae,Chaenesthes,,,,,,,,,,,
Rosaceae,Chaenomeles,,,,,,,,,,,
Melastomataceae,Chaenopleura,,,,,,,,,,,
Plantaginaceae,Chaenorhinum,,,,,,,,,,,
Scrophulariaceae,Chaenostoma,,,,,,,,,,,
Apiaceae,Chaerophyllopsis,,,,,,,,,,,
Apiaceae,Chaerophyllum,,,,,,,,,,,
Acanthaceae,Chaetacanthus,,,,,,,,,,,
Ulmaceae,Chaetachme,,,,,,,,,,,
Asteraceae,Chaetadelpha,,,,,,,,,,,
Asteraceae,Chaetanthera,,,,,,,,,,,
Restionaceae,Chaetanthus,,,,,,,,,,,
Poaceae,Chaetaria,,,,,,,,,,,
Poaceae,Chaetium,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Poaceae,Chaetobromus,1.0,0.0,0.0,0.0,0.0,0.0,Osborne et al (2014); Linder et al. (2010),,,,
Fabaceae,Chaetocalyx,,,,,,,,,,,
Peraceae,Chaetocarpus,,,,,,,,,,,
Acanthaceae,Chaetochlamys,,,,,,,,,,,
Cyperaceae,Chaetocyperus,,,,,,,,,,,
Eriocaulaceae,Chaetodiscus,,,,,,,,,,,
Melastomataceae,Chaetogastra,,,,,,,,,,,
Melastomataceae,Chaetolepis,,,,,,,,,,,
Plumbaginaceae,Chaetolimon,,,,,,,,,,,
Caryophyllaceae,Chaetonychia,,,,,,,,,,,
Asteraceae,Chaetopappa,,,,,,,,,,,
Poaceae,Chaetopoa,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Poaceae,Chaetopogon,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Apiaceae,Chaetosciadium,,,,,,,,,,,
Asteraceae,Chaetoseris,,,,,,,,,,,
Cyperaceae,Chaetospora,,,,,,,,,,,
Rubiaceae,Chaetostachydium,,,,,,,,,,,
Melastomataceae,Chaetostoma,,,,,,,,,,,
Acanthaceae,Chaetothylax,,,,,,,,,,,
Asteraceae,Chaetymenia,,,,,,,,,,,
Dichapetalaceae,Chailletia,,,,,,,,,,,
Lamiaceae,Chaiturus,,,,,,,,,,,
Acanthaceae,Chalarothyrsus,,,,,,,,,,,
Brassicaceae,Chalcanthus,,,,,,,,,,,
Rutaceae,Chalcas,,,,,,,,,,,
Cucurbitaceae,Chalema,,,,,,,,,,,
Escalloniaceae,Chalepoa,,,,,,,,,,,
Rubiaceae,Chalepophyllum,,,,,,,,,,,
Melastomataceae,Chalybea,,,,,,,,,,,
Urticaceae,Chamabainia,,,,,,,,,,,
Orchidaceae,Chamaeangis,,,,,,,,,,,
Orchidaceae,Chamaeanthus,,,,,,,,,,,
Rosaceae,Chamaebatia,,,,,,,,,,,
Rosaceae,Chamaebatiaria,,,,,,,,,,,
Polygalaceae,Chamaebuxus,,,,,,,,,,,
Fabaceae,Chamaecassia,,,,,,,,,,,
Caprifoliaceae,Chamaecerasus,,,,,,,,,,,
Asteraceae,Chamaechaenactis,,,,,,,,,,,
Apocynaceae,Chamaeclitandra,,,,,,,,,,,
Costaceae,Chamaecostus,,,,,,,,,,,
Fabaceae,Chamaecrista,,,,,,,,,,,
Scrophulariaceae,Chamaecrypta,,,,,,,,,,,
Fabaceae,Chamaecytisus,,,,,,,,,,,
Ericaceae,Chamaedaphne,,,,,,,,,,,
Arecaceae,Chamaedorea,,,,,,,,,,,
Urticaceae,Chamaedryfolia,,,,,,,,,,,
Fabaceae,Chamaefistula,,,,,,,,,,,
Orchidaceae,Chamaegastrodia,,,,,,,,,,,
Asteraceae,Chamaegeron,,,,,,,,,,,
Thymelaeaceae,Chamaejasme,,,,,,,,,,,
Apiaceae,Chamaele,,,,,,,,,,,
Asteraceae,Chamaeleon,,,,,,,,,,,
Orchidaceae,Chamaeleorchis,,,,,,,,,,,
Melanthiaceae,Chamaelirium,,,,,,,,,,,
Cactaceae,Chamaelobivia,,,,,,,,,,,
Rosaceae,Chamaemeles,,,,,,,,,,,
Asteraceae,Chamaemelum,,,,,,,,,,,
Rosaceae,Chamaemespilus,,,,,,,,,,,
Apiaceae,Chamaemyrrhis,,,,,,,,,,,
Onagraceae,Chamaenerion,,,,,,,,,,,
Rubiaceae,Chamaepentas,,,,,,,,,,,
Cornaceae,Chamaepericlymenum,,,,,,,,,,,
Asteraceae,Chamaepeuce,,,,,,,,,,,
Asteraceae,Chamaepus,,,,,,,,,,,
Acanthaceae,Chamaeranthemum,,,,,,,,,,,
Poaceae,Chamaeraphis,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Crassulaceae,Chamaerhodiola,,,,,,,,,,,
Rosaceae,Chamaerhodos,,,,,,,,,,,
Arecaceae,Chamaerops,,,,,,,,,,,
Solanaceae,Chamaesaracha,,,,,,,,,,,
Apiaceae,Chamaesciadium,,,,,,,,,,,
Asparagaceae,Chamaescilla,,,,,,,,,,,
Fabaceae,Chamaesenna,,,,,,,,,,,
Apiaceae,Chamaesium,,,,,,,,,,,
Fabaceae,Chamaespartium,,,,,,,,,,,
Fabaceae,Chamaesparton,,,,,,,,,,,
Lamiaceae,Chamaesphacos,,,,,,,,,,,
Euphorbiaceae,Chamaesyce,,,,,,,,,,,
Asparagaceae,Chamaexeros,,,,,,,,,,,
Apiaceae,Chamarea,,,,,,,,,,,
Arecaceae,Chambeyronia,,,,,,,,,,,
Myrtaceae,Chamelaucium,,,,,,,,,,,
Orchidaceae,Chamelophyton,,,,,,,,,,,
Onagraceae,Chamerion,,,,,,,,,,,
Myrtaceae,Chamguava,,,,,,,,,,,
Brassicaceae,Chamira,,,,,,,,,,,
Amaranthaceae,Chamissoa,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Orchidaceae,Chamorchis,,,,,,,,,,,
Magnoliaceae,Champaca,,,,,,,,,,,
Opiliaceae,Champereia,,,,,,,,,,,
Acanthaceae,Championella,,,,,,,,,,,
Gesneriaceae,Championia,,,,,,,,,,,
Poaceae,Chandrasekharania,1.0,0.0,0.0,0.0,0.0,0.0,Clayton and Renvoize (1986),,,,
Lauraceae,Chanekia,,,,,,,,,,,
Styracaceae,Changiostyrax,,,,,,,,,,,
Apiaceae,Changium,,,,,,,,,,,
Orchidaceae,Changnienia,,,,,,,,,,,
Rubiaceae,Chapelieria,,,,,,,,,,,
Fabaceae,Chapmannia,,,,,,,,,,,
Asteraceae,Chaptalia,,,,,,,,,,,
Characeae,Chara,1.0,0.0,0.0,0.0,0.0,,,Charales,,,
Asteraceae,Charadranaetes,,,,,,,,,,,
Stilbaceae,Charadrophila,,,,,,,,,,,
Asteraceae,Chardinia,,,,,,,,,,,
Caryophyllaceae,Charesia,,,,,,,,,,,
Melastomataceae,Charianthus,,,,,,,,,,,
Ochnaceae,Charidion,,,,,,,,,,,
Cardiopteridaceae,Chariessa,,,,,,,,,,,
Asparagaceae,Charlwoodia,,,,,,,,,,,
Amaranthaceae,Charpentiera,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Asteraceae,Chartolepis,,,,,,,,,,,
Brassicaceae,Chartoloma,,,,,,,,,,,
Rubiaceae,Chasallia,,,,,,,,,,,
Verbenaceae,Chascanum,,,,,,,,,,,
Poaceae,Chascolytrum,,,,,,,,,,,
Phyllanthaceae,Chascotheca,,,,,,,,,,,
Poaceae,Chasechloa,,,,,,,,,,,
Orchidaceae,Chaseella,,,,,,,,,,,
Iridaceae,Chasmanthe,,,,,,,,,,,
Menispermaceae,Chasmanthera,,,,,,,,,,,
Poaceae,Chasmanthium,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Aizoaceae,Chasmatophyllum,,,,,,,,,,,
Proteaceae,Chasme,,,,,,,,,,,
Bignoniaceae,Chasmia,,,,,,,,,,,
Fabaceae,Chasmone,,,,,,,,,,,
Poaceae,Chasmopodium,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960),,,,
Rubiaceae,Chassalia,,,,,,,,,,,
Loranthaceae,Chatinia,,,,,,,,,,,
Orchidaceae,Chaubardia,,,,,,,,,,,
Orchidaceae,Chaubardiella,,,,,,,,,,,
Orchidaceae,Chauliodon,,,,,,,,,,,
Brassicaceae,Chaunanthus,,,,,,,,,,,
Olacaceae,Chaunochiton,,,,,,,,,,,
Lamiaceae,Chaunostoma,,,,,,,,,,,
Gesneriaceae,Chautemsia,,,,,,,,,,,
Piperaceae,Chavica,,,,,,,,,,,
Rhamnaceae,Chaydaia,,,,,,,,,,,
Rubiaceae,Chazaliella,,,,,,,,,,,
Brassicaceae,Cheesemania,,,,,,,,,,,
Celastraceae,Cheiloclinium,,,,,,,,,,,
Fabaceae,Cheilococca,,,,,,,,,,,
Costaceae,Cheilocostus,,,,,,,,,,,
Scrophulariaceae,Cheilophyllum,,,,,,,,,,,
Euphorbiaceae,Cheilosa,,,,,,,,,,,
Gesneriaceae,Cheilosandra,,,,,,,,,,,
Ericaceae,Cheilotheca,,,,,,,,,,,
Orchidaceae,Cheiradenia,,,,,,,,,,,
Pittosporaceae,Cheiranthera,,,,,,,,,,,
Brassicaceae,Cheiranthesimum,,,,,,,,,,,
Brassicaceae,Cheiranthus,,,,,,,,,,,
Brassicaceae,Cheiri,,,,,,,,,,,
Aizoaceae,Cheiridopsis,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Brassicaceae,Cheirinia,,,,,,,,,,,
Gesneriaceae,Cheirisanthera,,,,,,,,,,,
Araliaceae,Cheirodendron,,,,,,,,,,,
Malvaceae,Cheirolaena,,,,,,,,,,,
Asteraceae,Cheirolophus,,,,,,,,,,,
Orchidaceae,Cheirostylis,,,,,,,,,,,
Papaveraceae,Chelidonium,,,,,,,,,,,
Asteraceae,Cheliusia,,,,,,,,,,,
Gentianaceae,Chelonanthus,,,,,,,,,,,
Plantaginaceae,Chelone,,,,,,,,,,,
Sapotaceae,Chelonespermum,,,,,,,,,,,
Orchidaceae,Chelonistele,,,,,,,,,,,
Lamiaceae,Chelonopsis,,,,,,,,,,,
Arecaceae,Chelyocarpus,,,,,,,,,,,
Orchidaceae,Chelyorchis,,,,,,,,,,,
Araliaceae,Chengiopanax,,,,,,,,,,,
Amaranthaceae,Chenolea,1.0,0.0,0.0,0.0,0.0,0.0,Kadereit and Freitag (2011),,,,
Scrophulariaceae,Chenopodiopsis,,,,,,,,,,,
Amaranthaceae,Chenopodium,,,,,,,,,,,
Asteraceae,Cherina,,,,,,,,,,,
Asteraceae,Chersodoma,,,,,,,,,,,
Fabaceae,Chesneya,,,,,,,,,,,
Fabaceae,Chesniella,,,,,,,,,,,
Crassulaceae,Chetyson,,,,,,,,,,,
Poaceae,Chevalierella,1.0,0.0,0.0,0.0,0.0,0.0,Jacques-Félix (1962); Watson and Dallwitz (1992),,,,
Asteraceae,Chevreulia,,,,,,,,,,,
Myrtaceae,Cheyniana,,,,,,,,,,,
Achariaceae,Chiangiodendron,,,,,,,,,,,
Cactaceae,Chiapasophyllum,,,,,,,,,,,
Sapindaceae,Chiarinia,,,,,,,,,,,
Crassulaceae,Chiastophyllum,,,,,,,,,,,
Papaveraceae,Chiazospermum,,,,,,,,,,,
Combretaceae,Chicharronia,,,,,,,,,,,
Loasaceae,Chichicaste,,,,,,,,,,,
Fabaceae,Chidlowia,,,,,,,,,,,
Annonaceae,Chieniodendron,,,,,,,,,,,
Asteraceae,Chihuahuana,,,,,,,,,,,
Poaceae,Chikusichloa,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Asteraceae,Childsia,,,,,,,,,,,
Cactaceae,Chilenia,,,,,,,,,,,
Acanthaceae,Chileranthemum,,,,,,,,,,,
Asteraceae,Chiliadenus,,,,,,,,,,,
Asteraceae,Chiliocephalum,,,,,,,,,,,
Asteraceae,Chiliophyllum,,,,,,,,,,,
Asteraceae,Chiliotrichiopsis,,,,,,,,,,,
Asteraceae,Chiliotrichum,,,,,,,,,,,
Cactaceae,Chilita,,,,,,,,,,,
Achariaceae,Chilmoria,,,,,,,,,,,
Cleomaceae,Chilocalyx,,,,,,,,,,,
Brassicaceae,Chilocardamum,,,,,,,,,,,
Apocynaceae,Chilocarpus,,,,,,,,,,,
Lamiaceae,Chilodia,,,,,,,,,,,
Orchidaceae,Chiloglottis,,,,,,,,,,,
Orchidaceae,Chilopogon,,,,,,,,,,,
Bignoniaceae,Chilopsis,,,,,,,,,,,
Orchidaceae,Chiloschista,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Poaceae,Chimaerochloa,1.0,0.0,0.0,0.0,0.0,0.0,Linder et al. (2010); Linder pers. comm.,,,,
Asteraceae,Chimantaea,,,,,,,,,,,
Ericaceae,Chimaphila,,,,,,,,,,,
Rubiaceae,Chimarrhis,,,,,,,,,,,
Sapindaceae,Chimborazoa,,,,,,,,,,,
Calycanthaceae,Chimonanthus,,,,,,,,,,,
Poaceae,Chimonobambusa,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Poaceae,Chimonocalamus,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Acanthaceae,Chingiacanthus,,,,,,,,,,,
Orobanchaceae,Chingyungia,,,,,,,,,,,
Rubiaceae,Chiococca,,,,,,,,,,,
Poaceae,Chionachne,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Oleaceae,Chionanthus,,,,,,,,,,,
Rubiaceae,Chione,,,,,,,,,,,
Rosaceae,Chionice,,,,,,,,,,,
Boraginaceae,Chionocharis,,,,,,,,,,,
Poaceae,Chionochloa,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Gentianaceae,Chionogentias,,,,,,,,,,,
Melanthiaceae,Chionographis,,,,,,,,,,,
Asteraceae,Chionolaena,,,,,,,,,,,
Asteraceae,Chionopappus,,,,,,,,,,,
Plantaginaceae,Chionophila,,,,,,,,,,,
Amaranthaceae,Chionothrix,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Fabaceae,Chiovendaea,,,,,,,,,,,
Malvaceae,Chiranthodendron,,,,,,,,,,,
Lythraceae,Chiratia,,,,,,,,,,,
Loranthaceae,Chiridium,,,,,,,,,,,
Gesneriaceae,Chirita,,,,,,,,,,,
Gesneriaceae,Chiritopsis,,,,,,,,,,,
Gentianaceae,Chironia,,,,,,,,,,,
Euphorbiaceae,Chiropetalum,,,,,,,,,,,
Meliaceae,Chisocheton,,,,,,,,,,,
Zygophyllaceae,Chitonia,,,,,,,,,,,
Menispermaceae,Chlaenandra,,,,,,,,,,,
Asteraceae,Chlaenobolus,,,,,,,,,,,
Apiaceae,Chlaenosciadium,,,,,,,,,,,
Acanthaceae,Chlamydacanthus,,,,,,,,,,,
Thymelaeaceae,Chlamydanthus,,,,,,,,,,,
Gesneriaceae,Chlamydoboea,,,,,,,,,,,
Acanthaceae,Chlamydocardia,,,,,,,,,,,
Icacinaceae,Chlamydocarya,,,,,,,,,,,
Euphorbiaceae,Chlamydojatropha,,,,,,,,,,,
Asteraceae,Chlamydophora,,,,,,,,,,,
Balanophoraceae,Chlamydophytum,,,,,,,,,,,
Acanthaceae,Chlamydostachya,,,,,,,,,,,
Asteraceae,Chlamysperma,,,,,,,,,,,
Amaryllidaceae,Chlidanthus,,,,,,,,,,,
Lamiaceae,Chloanthes,,,,,,,,,,,
Gentianaceae,Chlora,,,,,,,,,,,
Asteraceae,Chloracantha,,,,,,,,,,,
Orchidaceae,Chloraea,,,,,,,,,,,
Chloranthaceae,Chloranthus,,,,,,,,,,,
Poaceae,Chloris,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Poaceae,Chlorocalymma,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Lauraceae,Chlorocardium,,,,,,,,,,,
Achariaceae,Chlorocarpa,,,,,,,,,,,
Brassicaceae,Chlorocrambe,,,,,,,,,,,
Apocynaceae,Chlorocyathus,,,,,,,,,,,
Asparagaceae,Chlorogalum,,,,,,,,,,,
Fabaceae,Chloroleucon,,,,,,,,,,,
Rosaceae,Chloromeles,,,,,,,,,,,
Euphorbiaceae,Chloropatane,,,,,,,,,,,
Moraceae,Chlorophora,,,,,,,,,,,
Asparagaceae,Chlorophytum,1.0,0.0,0.0,0.0,0.0,,,Asparagales,,,
Poaceae,Chloropsis,,,,,,,,,,,
Orchidaceae,Chlorosa,,,,,,,,,,,
Araceae,Chlorospatha,,,,,,,,,,,
Rutaceae,Chloroxylon,,,,,,,,,,,
Scrophulariaceae,Chodaphyton,,,,,,,,,,,
Anacardiaceae,Choerospondias,,,,,,,,,,,
Rutaceae,Choisya,,,,,,,,,,,
Rubiaceae,Chomelia,,,,,,,,,,,
Asteraceae,Chondrilla,,,,,,,,,,,
Menispermaceae,Chondrodendron,,,,,,,,,,,
Asteraceae,Chondropyxis,,,,,,,,,,,
Orchidaceae,Chondrorhyncha,,,,,,,,,,,
Orchidaceae,Chondroscaphe,,,,,,,,,,,
Saxifragaceae,Chondrosea,,,,,,,,,,,
Euphorbiaceae,Chondrostylis,,,,,,,,,,,
Poaceae,Chondrosum,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Apocynaceae,Chonemorpha,,,,,,,,,,,
Phyllanthaceae,Chonocentrum,,,,,,,,,,,
Sapindaceae,Chonopetalum,,,,,,,,,,,
Restionaceae,Chordifex,,,,,,,,,,,
Fabaceae,Chordospartium,,,,,,,,,,,
Santalaceae,Choretrum,,,,,,,,,,,
Boraginaceae,Choriantha,,,,,,,,,,,
Rutaceae,Choribena,,,,,,,,,,,
Myrtaceae,Choricarpia,,,,,,,,,,,
Picrodendraceae,Choriceras,,,,,,,,,,,
Cyclanthaceae,Chorigyne,,,,,,,,,,,
Rutaceae,Chorilaena,,,,,,,,,,,
Loranthaceae,Chorilepidella,,,,,,,,,,,
Loranthaceae,Chorilepis,,,,,,,,,,,
Bignoniaceae,Choriosphaera,,,,,,,,,,,
Amaranthaceae,Choriptera,,,,,,,,,,,
Phyllanthaceae,Chorisandrachne,,,,,,,,,,,
Gesneriaceae,Chorisanthera,,,,,,,,,,,
Gentianaceae,Chorisepalum,,,,,,,,,,,
Malvaceae,Chorisia,,,,,,,,,,,
Asteraceae,Chorisiva,,,,,,,,,,,
Acanthaceae,Chorisochora,,,,,,,,,,,
Brassicaceae,Chorispora,,,,,,,,,,,
Asteraceae,Choristea,,,,,,,,,,,
Ericaceae,Choristemon,,,,,,,,,,,
Rubiaceae,Choristes,,,,,,,,,,,
Iteaceae,Choristylis,,,,,,,,,,,
Apiaceae,Choritaenia,,,,,,,,,,,
Cyperaceae,Chorizandra,1.0,0.0,0.0,0.0,0.0,0.0,Bruhl and Wilson (2007),,,,
Polygonaceae,Chorizanthe,,,,,,,,,,,
Fabaceae,Chorizema,,,,,,,,,,,
Xanthorrhoeaceae,Chortolirion,,,,,,,,,,,
Salicaceae,Chosenia,,,,,,,,,,,
Sapindaceae,Chouxia,,,,,,,,,,,
Asteraceae,Chresta,,,,,,,,,,,
Acanthaceae,Chrestienia,,,,,,,,,,,
Orchidaceae,Christensonella,,,,,,,,,,,
Orchidaceae,Christensonia,,,,,,,,,,,
Fabaceae,Christia,,,,,,,,,,,
Malvaceae,Christiana,,,,,,,,,,,
Malpighiaceae,Christianella,,,,,,,,,,,
Orobanchaceae,Christisonia,,,,,,,,,,,
Celastraceae,Christmannia,,,,,,,,,,,
Brassicaceae,Christolea,,,,,,,,,,,
Acanthaceae,Chroesthes,,,,,,,,,,,
Asteraceae,Chromochiton,,,,,,,,,,,
Asteraceae,Chromolaena,,,,,,,,,,,
Asteraceae,Chromolepis,,,,,,,,,,,
Sapotaceae,Chromolucuma,,,,,,,,,,,
Fabaceae,Chronanthos,,,,,,,,,,,
Orchidaceae,Chroniochilus,,,,,,,,,,,
Asteraceae,Chronopappus,,,,,,,,,,,
Euphorbiaceae,Chrozophora,,,,,,,,,,,
Asteraceae,Chrysactinia,,,,,,,,,,,
Asteraceae,Chrysactinium,,,,,,,,,,,
Asteraceae,Chrysanthellum,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
Asteraceae,Chrysanthemoides,,,,,,,,,,,
Asteraceae,Chrysanthemum,,,,,,,,,,,
Asteraceae,Chrysanthoglossum,,,,,,,,,,,
Fabaceae,Chrysaspis,,,,,,,,,,,
Cyperaceae,Chrysitrix,1.0,0.0,0.0,0.0,0.0,0.0,Bruhl and Wilson (2007),,,,
Chrysobalanaceae,Chrysobalanus,,,,,,,,,,,
Brassicaceae,Chrysobraya,,,,,,,,,,,
Fabaceae,Chrysocalyx,,,,,,,,,,,
Asteraceae,Chrysocephalum,,,,,,,,,,,
Brassicaceae,Chrysochamela,,,,,,,,,,,
Clusiaceae,Chrysochlamys,,,,,,,,,,,
Poaceae,Chrysochloa,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992); Osborne et al (2014),,,,
Asteraceae,Chrysocoma,,,,,,,,,,,
Asteraceae,Chrysocoryne,,,,,,,,,,,
Ranunculaceae,Chrysocyathus,,,,,,,,,,,
Orchidaceae,Chrysocycnis,,,,,,,,,,,
Orchidaceae,Chrysoglossum,,,,,,,,,,,
Asteraceae,Chrysogonum,,,,,,,,,,,
Asteraceae,Chrysolaena,,,,,,,,,,,
Fagaceae,Chrysolepis,,,,,,,,,,,
Lythraceae,Chrysolyga,,,,,,,,,,,
Asteraceae,Chrysoma,,,,,,,,,,,
Asteraceae,Chrysophania,,,,,,,,,,,
Melastomataceae,Chrysophora,,,,,,,,,,,
Asteraceae,Chrysophthalmum,,,,,,,,,,,
Sapotaceae,Chrysophyllum,,,,,,,,,,,
Clusiaceae,Chrysopia,,,,,,,,,,,
Poaceae,Chrysopogon,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asteraceae,Chrysopsis,,,,,,,,,,,
Fabaceae,Chrysoscias,,,,,,,,,,,
Saxifragaceae,Chrysosplenium,,,,,,,,,,,
Loasaceae,Chrysostoma,,,,,,,,,,,
Asteraceae,Chrysothamnus,,,,,,,,,,,
Gesneriaceae,Chrysothemis,,,,,,,,,,,
